...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens,bigram1_alpha,bigram2_alpha,bigram1_nonalpha,bigram2_nonalpha,count_bigram1_alpha,count_bigram2_alpha,count_bigram1_nonalpha,count_bigram2_nonalpha,corpus_size,count_and,bigram_prob_alpha,bigram_prob_nonalpha,log_bigram_prob_alpha,log_bigram_prob_nonalpha,log_bigram_odds_ratio
57,cellos and kalimbas,cellos,kalimbas,-76.6171875,-76.4453125,step0-tokens0B,0.45713671682749474,-0.171875,cellos and kalimbas,kalimbas and cellos,0,268657,14400,no,0,0,1,1,0,0,2.926207266,1,0,0,0.7507606214255281,1.1026730601250883,0B,0,cellos and,and kalimbas,kalimbas and,and cellos,59080,494,1480,32182,1560674367427,43378012800,4.311074077465898e-16,7.035464820304423e-16,-35.38017440892715,-34.89039772698313,-0.489776681944015
58,kalimbas and saxophones,kalimbas,saxophones,-87.5625,-89.25,step0-tokens0B,0.8438951025545426,1.6875,kalimbas and saxophones,saxophones and kalimbas,0,14400,327480,no,0,0,-1,-1,0,0,-3.124198778,0,-1,-1,0.2516692211660172,-1.0897294870595946,0B,0,kalimbas and,and saxophones,saxophones and,and kalimbas,1480,17943,52842,494,1560674367427,43378012800,3.9226072111963907e-16,3.855886533538473e-16,-35.47460495028956,-35.49176053753895,0.017155587249391147
59,lutes and saxophones,lutes,saxophones,-67.421875,-68.34375,step0-tokens0B,0.7154239957834734,0.921875,lutes and saxophones,saxophones and lutes,0,159875,327480,no,0,0,-1,-1,0,0,-0.7170347246,2,0,0,0.3982829830330127,-0.41262449802671775,0B,0,lutes and,and saxophones,saxophones and,and lutes,17913,17943,52842,7183,1560674367427,43378012800,4.747679930686551e-15,5.606646350284788e-15,-32.98112033183262,-32.81482365265207,-0.16629667918054736
60,casserole and eagle,casserole,eagle,-57.03125,-56.8671875,step0-tokens0B,0.4590761278106335,-0.1640625,casserole and eagle,eagle and casserole,0,3588647,16512285,yes,0,-1,0,0,-1,0,-1.526329398,-1,1,1,0.4104156334723091,-0.36224743874921694,0B,0,casserole and,and eagle,eagle and,and casserole,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
61,kite and linguist,kite,linguist,-55.28125,-57.8984375,step0-tokens0B,0.9319595797274411,2.6171875,kite and linguist,linguist and kite,0,4339660,874073,yes,0,-1,1,0,0,0,1.602387387,1,1,1,0.6563896565436474,0.6472463083884862,0B,0,kite and,and linguist,linguist and,and kite,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
62,algorithm and perfume,algorithm,perfume,-31.8359375,-33.453125,step0-tokens0B,0.8344068863691763,1.6171875,algorithm and perfume,perfume and algorithm,0,54688589,7461375,yes,0,-1,-1,0,0,0,1.991915363,-2,-1,-1,0.27965503015341253,-0.9461734136298062,0B,0,algorithm and,and perfume,perfume and,and algorithm,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
63,forest and screwdriver,forest,screwdriver,-41.703125,-43.2890625,step0-tokens0B,0.8300437698548123,1.5859375,forest and screwdriver,screwdriver and forest,0,73685641,2733340,yes,0,0,0,0,0,0,3.294283645,1,0,0,0.6120917518078585,0.45611335460257046,0B,0,forest and,and screwdriver,screwdriver and,and forest,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
64,slipper and volcano,slipper,volcano,-46.90625,-45.234375,step0-tokens0B,0.1581743527484317,-1.671875,slipper and volcano,volcano and slipper,0,1118544,6804199,yes,0,0,1,-1,-1,0,-1.805512082,1,0,0,0.5398950778258259,0.1599202651998474,0B,0,slipper and,and volcano,volcano and,and slipper,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
65,harmonica and microscope,harmonica,microscope,-40.6796875,-40.453125,step0-tokens0B,0.4436004207211306,-0.2265625,harmonica and microscope,microscope and harmonica,0,1359198,7785003,yes,0,0,0,0,0,0,-1.745304371,-1,-2,-1,0.43724742839241704,-0.25234081693175797,0B,0,harmonica and,and microscope,microscope and,and harmonica,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
66,cookbook and zenith,cookbook,zenith,-66.7578125,-66.765625,step0-tokens0B,0.5019531150659531,0.0078125,cookbook and zenith,zenith and cookbook,0,7003414,2247901,yes,0,1,1,0,0,0,1.136400853,0,1,1,0.7216705216910971,0.9527631078897986,0B,0,cookbook and,and zenith,zenith and,and cookbook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
67,hammock and hydrogen,hammock,hydrogen,-53.9296875,-56.625,step0-tokens0B,0.9367494780065267,2.6953125,hammock and hydrogen,hydrogen and hammock,0,2652599,20814788,yes,0,1,-1,0,0,0,-2.060123782,1,1,0,0.4097086868275882,-0.3651697789577366,0B,0,hammock and,and hydrogen,hydrogen and,and hammock,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
68,neuron and toaster,neuron,toaster,-44.3046875,-44.59375,step0-tokens0B,0.5717666019337795,0.2890625,neuron and toaster,toaster and neuron,0,4244660,2894568,yes,0,-1,-1,0,0,0,0.3828258452,0,1,0,0.3086544654725901,-0.8064173322613784,0B,0,neuron and,and toaster,toaster and,and neuron,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
69,marshmallow and telescope,marshmallow,telescope,-57.0859375,-55.1640625,step0-tokens0B,0.12765262532179067,-1.921875,marshmallow and telescope,telescope and marshmallow,0,2541363,8152575,yes,0,0,0,0,0,0,-1.165633277,0,-1,-1,0.43926162284748926,-0.24415925847749906,0B,0,marshmallow and,and telescope,telescope and,and marshmallow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
70,casserole and optics,casserole,optics,-57.421875,-55.3984375,step0-tokens0B,0.11676401359822317,-2.0234375,casserole and optics,optics and casserole,0,3588647,6974820,yes,0,1,0,0,0,0,-0.6645312697,-1,1,1,0.5567380190984357,0.22793381228995027,0B,0,casserole and,and optics,optics and,and casserole,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
71,encyclopedia and comet,encyclopedia,comet,-44.5234375,-45.046875,step0-tokens0B,0.6279512168265432,0.5234375,encyclopedia and comet,comet and encyclopedia,0,10025067,3887981,yes,0,1,0,-1,0,0,0.9471986567,-4,-1,0,0.4197778461808315,-0.323685420355864,0B,0,encyclopedia and,and comet,comet and,and encyclopedia,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
72,nimbus and waffle,nimbus,waffle,-78.90625,-77.1015625,step0-tokens0B,0.1412814160007008,-1.8046875,nimbus and waffle,waffle and nimbus,0,587749,3154327,yes,0,-1,-1,0,0,0,-1.680230454,0,0,0,0.3123693909163303,-0.7890653556027261,0B,0,nimbus and,and waffle,waffle and,and nimbus,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
73,photon and pumpkin,photon,pumpkin,-33.359375,-33.5859375,step0-tokens0B,0.5563995792788694,0.2265625,photon and pumpkin,pumpkin and photon,0,7096631,15686397,yes,0,-1,-1,0,0,0,-0.7931737393,0,1,1,0.36660370145289306,-0.5468148582413699,0B,0,photon and,and pumpkin,pumpkin and,and photon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
74,lantern and syntax,lantern,syntax,-35.0625,-35.9140625,step0-tokens0B,0.7008948097542929,0.8515625,lantern and syntax,syntax and lantern,0,4902023,12562326,yes,0,1,1,0,0,0,-0.9410543579,0,-1,-1,0.6088106571896519,0.44231561614875736,0B,0,lantern and,and syntax,syntax and,and lantern,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
75,echo and vineyard,echo,vineyard,-47.2265625,-45.984375,step0-tokens0B,0.2240554492316947,-1.2421875,echo and vineyard,vineyard and echo,0,45064711,6846272,yes,0,-1,0,0,0,0,1.884395208,0,0,0,0.4835576118286375,-0.06579327599821186,0B,0,echo and,and vineyard,vineyard and,and echo,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
76,nebula and snowman,nebula,snowman,-55.4765625,-57.0859375,step0-tokens0B,0.8333245953120233,1.609375,nebula and snowman,snowman and nebula,0,2168144,1807152,yes,0,-1,-1,0,0,0,0.1821193766,-1,-2,-1,0.31978869903944857,-0.7547430244204432,0B,0,nebula and,and snowman,snowman and,and nebula,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
77,botany and teapot,botany,teapot,-67.796875,-68.46875,step0-tokens0B,0.6619228758499942,0.671875,botany and teapot,teapot and botany,0,2063328,1331484,yes,0,-1,-1,0,0,0,0.4380261035,-1,-2,-1,0.32456876933212936,-0.7328539094635536,0B,0,botany and,and teapot,teapot and,and botany,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
78,chisel and kaleidoscope,chisel,kaleidoscope,-79.8203125,-81.90625,step0-tokens0B,0.8895288461051276,2.0859375,chisel and kaleidoscope,kaleidoscope and chisel,0,1285176,1118092,yes,0,0,0,1,0,0,0.1392720128,2,-1,-1,0.606341876540728,0.43196115403629465,0B,0,chisel and,and kaleidoscope,kaleidoscope and,and chisel,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
79,lava and teacup,lava,teacup,-43.671875,-44.296875,step0-tokens0B,0.6513548646660543,0.625,lava and teacup,teacup and lava,0,6111697,853094,yes,0,-1,-1,1,0,0,1.969090014,0,-1,-1,0.4052538218603504,-0.38362113172570267,0B,0,lava and,and teacup,teacup and,and lava,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
80,entropy and orchard,entropy,orchard,-43.609375,-44.53125,step0-tokens0B,0.7154239957834733,0.921875,entropy and orchard,orchard and entropy,0,8265645,5707498,yes,0,-1,-1,0,0,0,0.3703270191,-1,-1,0,0.3607134424465706,-0.5722689458512314,0B,0,entropy and,and orchard,orchard and,and entropy,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
81,axolotl and vineyard,axolotl,vineyard,-76.546875,-80.8984375,step0-tokens0B,0.9872772918000767,4.3515625,axolotl and vineyard,vineyard and axolotl,0,204694,6846272,yes,0,1,0,0,0,0,-3.509943368,-2,0,0,0.41720901096043167,-0.3342412911524314,0B,0,axolotl and,and vineyard,vineyard and,and axolotl,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
82,clockwork and meadow,clockwork,meadow,-56.671875,-53.1015625,step0-tokens0B,0.027376488778351356,-3.5703125,clockwork and meadow,meadow and clockwork,0,1808950,4852235,yes,0,-1,0,0,0,0,-0.9866928571,0,1,1,0.46381396503347755,-0.14499764661233416,0B,0,clockwork and,and meadow,meadow and,and clockwork,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
83,algebra and telescope,algebra,telescope,-33.78125,-31.46875,step0-tokens0B,0.09009299396195183,-2.3125,algebra and telescope,telescope and algebra,0,17427385,2758,yes,0,-1,0,0,0,0,8.751292319,0,-2,-1,0.6339061674945562,0.5490112691776708,0B,0,algebra and,and telescope,telescope and,and algebra,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
84,arcade and topaz,arcade,topaz,-51.7109375,-52.296875,step0-tokens0B,0.6424324776295581,0.5859375,arcade and topaz,topaz and arcade,0,10059930,1032617,yes,0,0,0,0,0,0,2.27646385,0,0,0,0.5539486589377316,0.216637949170952,0B,0,arcade and,and topaz,topaz and,and arcade,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
85,asteroid and compass,asteroid,compass,-29.4140625,-31.4453125,step0-tokens0B,0.8840392817460332,2.03125,asteroid and compass,compass and asteroid,0,3406257,8062871,yes,0,-1,0,1,0,0,-0.8616556621,-1,0,0,0.45179506992851065,-0.19342048511866783,0B,0,asteroid and,and compass,compass and,and asteroid,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
86,bicycle and nebula,bicycle,nebula,-42.2265625,-42.6015625,step0-tokens0B,0.5926665999540698,0.375,bicycle and nebula,nebula and bicycle,0,15875767,2168144,yes,0,1,1,0,0,0,1.990922357,0,0,0,0.7025518765090452,0.8594794090856206,0B,0,bicycle and,and nebula,nebula and,and bicycle,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
87,bungalow and entropy,bungalow,entropy,-56.2734375,-55.7890625,step0-tokens0B,0.38121956625614994,-0.484375,bungalow and entropy,entropy and bungalow,0,2493634,8265645,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.535159628168448,0.14087101253338433,0B,0,bungalow and,and entropy,entropy and,and bungalow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
88,carnation and gnome,carnation,gnome,-44.359375,-44.46875,step0-tokens0B,0.5273165233795671,0.109375,carnation and gnome,gnome and carnation,0,555072,3256725,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.35419904032183547,-0.6006323284325122,0B,0,carnation and,and gnome,gnome and,and carnation,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
89,cinnamon and harmonica,cinnamon,harmonica,-40.9609375,-43.1640625,step0-tokens0B,0.900529786117893,2.203125,cinnamon and harmonica,harmonica and cinnamon,0,13557070,1359198,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.6877106238596346,0.7894378990111537,0B,0,cinnamon and,and harmonica,harmonica and,and cinnamon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
90,coral and syntax,coral,syntax,-33.7578125,-35.28125,step0-tokens0B,0.8210441123099046,1.5234375,coral and syntax,syntax and coral,0,12309424,12562326,yes,0,1,1,0,0,0,-0.0203371871,0,-1,-1,0.6273978494459996,0.5210696381260641,0B,0,coral and,and syntax,syntax and,and coral,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
91,dandelion and pendulum,dandelion,pendulum,-68.625,-65.921875,step0-tokens0B,0.06278920859705135,-2.703125,dandelion and pendulum,pendulum and dandelion,0,1562624,2662527,yes,0,0,0,0,0,0,-0.5329092123,-1,1,0,0.4085662807666531,-0.3698954665868709,0B,0,dandelion and,and pendulum,pendulum and,and dandelion,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
92,delirium and telescope,delirium,telescope,-46.8046875,-42.484375,step0-tokens0B,0.013121271126550954,-4.3203125,delirium and telescope,telescope and delirium,0,1927281,8152575,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.29421372461065937,-0.8750060078917311,0B,0,delirium and,and telescope,telescope and,and delirium,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
93,anchors and sandstorms,anchors,sandstorms,-51.53125,-53.1796875,step0-tokens0B,0.8386797622482537,1.6484375,anchors and sandstorms,sandstorms and anchors,0,4024620,132208,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.593375245047994,0.3779362076900792,0B,0,anchors and,and sandstorms,sandstorms and,and anchors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
94,scissors and volcanoes,scissors,volcanoes,-54.5,-53.53125,step0-tokens0B,0.2751297238231752,-0.96875,scissors and volcanoes,volcanoes and scissors,0,5169136,2902130,yes,0,0,1,-1,0,0,0.5772606064,1,0,0,0.5944537532011891,0.3824080061439393,0B,0,scissors and,and volcanoes,volcanoes and,and scissors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
95,equations and lanterns,equations,lanterns,-44.7578125,-45.375,step0-tokens0B,0.6495786194168923,0.6171875,equations and lanterns,lanterns and equations,0,27734850,2788354,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.4544029876065766,-0.18289618847201025,0B,0,equations and,and lanterns,lanterns and,and equations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
96,satellites and tulips,satellites,tulips,-57.6640625,-57.2109375,step0-tokens0B,0.38861802670584894,-0.453125,satellites and tulips,tulips and satellites,0,7275409,1634883,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.47868353387600177,-0.08531757970991471,0B,0,satellites and,and tulips,tulips and,and satellites,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
97,compasses and hedgehogs,compasses,hedgehogs,-65.4609375,-66.6171875,step0-tokens0B,0.7606506526772884,1.15625,compasses and hedgehogs,hedgehogs and compasses,0,381535,703522,yes,0,-1,0,0,0,0,-0.6118965586,-1,-2,-1,0.4002821502016272,-0.4042896203260615,0B,0,compasses and,and hedgehogs,hedgehogs and,and compasses,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
98,comets and neckties,comets,neckties,-56.5390625,-56.1875,step0-tokens0B,0.4130035702536834,-0.3515625,comets and neckties,neckties and comets,0,1747239,176271,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.5156250279548293,0.06252046890995688,0B,0,comets and,and neckties,neckties and,and comets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
99,castles and headphones,castles,headphones,-43.875,-44.2109375,step0-tokens0B,0.5832033568379531,0.3359375,castles and headphones,headphones and castles,0,4660868,13970646,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.40202130737429853,-0.39705003162208785,0B,0,castles and,and headphones,headphones and,and castles,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
100,paperclips and pyramids,paperclips,pyramids,-71.1875,-69.7421875,step0-tokens0B,0.1907240253120337,-1.4453125,paperclips and pyramids,pyramids and paperclips,0,153183,2740592,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.48348258896003526,-0.06609369383160849,0B,0,paperclips and,and pyramids,pyramids and,and paperclips,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
101,constellations and kettles,constellations,kettles,-79.5859375,-79.6484375,step0-tokens0B,0.5156199157230157,0.0625,constellations and kettles,kettles and constellations,0,1738409,680590,yes,0,-1,0,0,0,0,0.9377655371,-2,0,0,0.38898159391786385,-0.45159505714607223,0B,0,constellations and,and kettles,kettles and,and constellations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
102,kaleidoscopes and whales,kaleidoscopes,whales,-80.875,-80.78125,step0-tokens0B,0.47657965106367595,-0.09375,kaleidoscopes and whales,whales and kaleidoscopes,0,70869,7442182,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.1467457616087833,-1.7603559785450262,0B,0,kaleidoscopes and,and whales,whales and,and kaleidoscopes,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
103,meadows and pianos,meadows,pianos,-56.171875,-56.78125,step0-tokens0B,0.6477982179521103,0.609375,meadows and pianos,pianos and meadows,0,5992006,1902404,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.4025636013186267,-0.394794732344463,0B,0,meadows and,and pianos,pianos and,and meadows,NA,41800,225464,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
104,magnets and zebras,magnets,zebras,-45.6875,-47.890625,step0-tokens0B,0.9005297861178929,2.203125,magnets and zebras,zebras and magnets,0,5125680,829702,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.5859262998388193,0.34715003577970655,0B,0,magnets and,and zebras,zebras and,and magnets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
105,parrots and submarines,parrots,submarines,-56.5546875,-56.3828125,step0-tokens0B,0.45713671682749485,-0.171875,parrots and submarines,submarines and parrots,0,1701107,2404517,yes,0,1,0,-1,0,0,-0.3460698362,1,-1,-1,0.4918957789593159,-0.032419723395681777,0B,0,parrots and,and submarines,submarines and,and parrots,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
106,crayons and jungles,crayons,jungles,-82.46875,-83.515625,step0-tokens0B,0.7401743620390163,1.046875,crayons and jungles,jungles and crayons,0,1861354,1397754,yes,0,1,1,0,0,0,0.2864375172,0,0,0,0.671214989130797,0.7136854119812109,0B,0,crayons and,and jungles,jungles and,and crayons,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
107,harbor and teapot,harbor,teapot,-56.484375,-56.8046875,step0-tokens0B,0.579400408904987,0.3203125,harbor and teapot,teapot and harbor,0,17241253,1331484,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.45653641248919524,-0.17429424667371185,0B,0,harbor and,and teapot,teapot and,and harbor,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
108,notebook and quicksand,notebook,quicksand,-51.71875,-53.4296875,step0-tokens0B,0.8469578427551038,1.7109375,notebook and quicksand,quicksand and notebook,0,13730144,501713,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.61388693631009,0.4636805306848269,0B,0,notebook and,and quicksand,quicksand and,and notebook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
109,glacier and lantern,glacier,lantern,-43.1796875,-44.1328125,step0-tokens0B,0.7217432062975979,0.953125,glacier and lantern,lantern and glacier,0,6518648,4902023,yes,0,-1,0,0,0,0,0.2850190154,0,0,0,0.44952334747598166,-0.202596750307873,0B,0,glacier and,and lantern,lantern and,and glacier,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
110,microscope and puddle,microscope,puddle,-45.9609375,-46.96875,step0-tokens0B,0.7325918338117744,1.0078125,microscope and puddle,puddle and microscope,0,7785003,1995922,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.5380018756807323,0.15230121539262784,0B,0,microscope and,and puddle,puddle and,and microscope,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
111,compass and swan,compass,swan,-42.453125,-42.8203125,step0-tokens0B,0.5907792048683922,0.3671875,compass and swan,swan and compass,0,8062871,6606003,yes,0,-1,0,0,0,0,0.1992909155,-1,-1,-1,0.3708152793305254,-0.5287208479114315,0B,0,compass and,and swan,swan and,and compass,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
