...1,binom,Word1,Word2,Alpha Probs,Nonalpha Probs,checkpoint,ProbAandB,log_odds,Alpha,Nonalpha,OverallFreq,Word1_freq,Word2_freq,Weird?,Form,Percept,Culture,Power,Intense,Icon,Freq,Len,Lapse,no_final_stress,GenPref,y_vals,num_tokens,n_billion_tokens,bigram1_alpha,bigram2_alpha,bigram1_nonalpha,bigram2_nonalpha,count_bigram1_alpha,count_bigram2_alpha,count_bigram1_nonalpha,count_bigram2_nonalpha,corpus_size,count_and,bigram_prob_alpha,bigram_prob_nonalpha,log_bigram_prob_alpha,log_bigram_prob_nonalpha,log_bigram_odds_ratio
87,bungalow and entropy,bungalow,entropy,-37.3583984375,-37.36669921875,step4000-tokens16B,0.5020751833969888,0.00830078125,bungalow and entropy,entropy and bungalow,0,2493634,8265645,yes,0,1,0,0,0,0,-1.198366684,0,2,1,0.535159628168448,0.14087101253338433,16B,16,bungalow and,and entropy,entropy and,and bungalow,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
88,carnation and gnome,carnation,gnome,-35.173828125,-37.23828125,step4000-tokens16B,0.8873999002546609,2.064453125,carnation and gnome,gnome and carnation,0,555072,3256725,yes,0,0,0,0,0,0,-1.769379533,-2,-1,-1,0.35419904032183547,-0.6006323284325122,16B,16,carnation and,and gnome,gnome and,and carnation,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
89,cinnamon and harmonica,cinnamon,harmonica,-32.86328125,-40.28125,step4000-tokens16B,0.9993999928206616,7.41796875,cinnamon and harmonica,harmonica and cinnamon,0,13557070,1359198,yes,0,0,1,0,0,0,2.300013363,1,0,0,0.6877106238596346,0.7894378990111537,16B,16,cinnamon and,and harmonica,harmonica and,and cinnamon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
90,coral and syntax,coral,syntax,-33.40625,-31.70703125,step4000-tokens16B,0.15456732837004417,-1.69921875,coral and syntax,syntax and coral,0,12309424,12562326,yes,0,1,1,0,0,0,-0.0203371871,0,-1,-1,0.6273978494459996,0.5210696381260641,16B,16,coral and,and syntax,syntax and,and coral,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
91,dandelion and pendulum,dandelion,pendulum,-44.560546875,-38.666015625,step4000-tokens16B,0.0027469009484408103,-5.89453125,dandelion and pendulum,pendulum and dandelion,0,1562624,2662527,yes,0,0,0,0,0,0,-0.5329092123,-1,1,0,0.4085662807666531,-0.3698954665868709,16B,16,dandelion and,and pendulum,pendulum and,and dandelion,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
92,delirium and telescope,delirium,telescope,-33.46875,-32.16015625,step4000-tokens16B,0.2127222557747289,-1.30859375,delirium and telescope,telescope and delirium,0,1927281,8152575,yes,0,-1,-1,0,1,0,-1.442223627,-1,-2,-1,0.29421372461065937,-0.8750060078917311,16B,16,delirium and,and telescope,telescope and,and delirium,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
93,anchors and sandstorms,anchors,sandstorms,-34.505859375,-36.1123046875,step4000-tokens16B,0.832917279736778,1.6064453125,anchors and sandstorms,sandstorms and anchors,0,4024620,132208,yes,0,1,0,0,-1,0,3.415809335,0,-1,-1,0.593375245047994,0.3779362076900792,16B,16,anchors and,and sandstorms,sandstorms and,and anchors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
94,scissors and volcanoes,scissors,volcanoes,-34.150390625,-36.4609375,step4000-tokens16B,0.909746767946179,2.310546875,scissors and volcanoes,volcanoes and scissors,0,5169136,2902130,yes,0,0,1,-1,0,0,0.5772606064,1,0,0,0.5944537532011891,0.3824080061439393,16B,16,scissors and,and volcanoes,volcanoes and,and scissors,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
95,equations and lanterns,equations,lanterns,-33.9306640625,-32.818359375,step4000-tokens16B,0.24744147328404636,-1.1123046875,equations and lanterns,lanterns and equations,0,27734850,2788354,yes,0,-1,0,0,0,0,2.297238288,-1,0,0,0.4544029876065766,-0.18289618847201025,16B,16,equations and,and lanterns,lanterns and,and equations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
96,satellites and tulips,satellites,tulips,-33.623046875,-32.455078125,step4000-tokens16B,0.2372223384883484,-1.16796875,satellites and tulips,tulips and satellites,0,7275409,1634883,yes,0,-1,0,0,0,0,1.492928789,-1,1,1,0.47868353387600177,-0.08531757970991471,16B,16,satellites and,and tulips,tulips and,and satellites,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
97,compasses and hedgehogs,compasses,hedgehogs,-35.4046630859375,-36.878173828125,step4000-tokens16B,0.8135904151667148,1.4735107421875,compasses and hedgehogs,hedgehogs and compasses,0,381535,703522,yes,0,-1,0,0,0,0,-0.6118965586,-1,-2,-1,0.4002821502016272,-0.4042896203260615,16B,16,compasses and,and hedgehogs,hedgehogs and,and compasses,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
98,comets and neckties,comets,neckties,-37.76953125,-39.41015625,step4000-tokens16B,0.8376199633332891,1.640625,comets and neckties,neckties and comets,0,1747239,176271,yes,0,-1,0,1,0,0,2.293769523,0,-1,-1,0.5156250279548293,0.06252046890995688,16B,16,comets and,and neckties,neckties and,and comets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
99,castles and headphones,castles,headphones,-34.40625,-29.294921875,step4000-tokens16B,0.0059919516587264654,-5.111328125,castles and headphones,headphones and castles,0,4660868,13970646,yes,0,0,-1,1,0,0,-1.097756717,0,-1,-1,0.40202130737429853,-0.39705003162208785,16B,16,castles and,and headphones,headphones and,and castles,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
100,paperclips and pyramids,paperclips,pyramids,-39.2176513671875,-39.85107421875,step4000-tokens16B,0.6532651777513394,0.6334228515625,paperclips and pyramids,pyramids and paperclips,0,153183,2740592,yes,0,0,1,-1,0,0,-2.884295949,0,0,0,0.48348258896003526,-0.06609369383160849,16B,16,paperclips and,and pyramids,pyramids and,and paperclips,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
101,constellations and kettles,constellations,kettles,-46.7353515625,-37.692626953125,step4000-tokens16B,1.1823423595979644e-4,-9.042724609375,constellations and kettles,kettles and constellations,0,1738409,680590,yes,0,-1,0,0,0,0,0.9377655371,-2,0,0,0.38898159391786385,-0.45159505714607223,16B,16,constellations and,and kettles,kettles and,and constellations,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
102,kaleidoscopes and whales,kaleidoscopes,whales,-47.939453125,-39.924560546875,step4000-tokens16B,3.3039454482891275e-4,-8.014892578125,kaleidoscopes and whales,whales and kaleidoscopes,0,70869,7442182,yes,0,-1,-1,-1,0,0,-4.654086262,-3,0,0,0.1467457616087833,-1.7603559785450262,16B,16,kaleidoscopes and,and whales,whales and,and kaleidoscopes,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
103,meadows and pianos,meadows,pianos,-35.5625,-32.4609375,step4000-tokens16B,0.043042849340032184,-3.1015625,meadows and pianos,pianos and meadows,0,5992006,1902404,yes,0,-1,-1,0,0,0,1.147307898,1,0,0,0.4025636013186267,-0.394794732344463,16B,16,meadows and,and pianos,pianos and,and meadows,NA,41800,225464,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
104,magnets and zebras,magnets,zebras,-33.83203125,-36.140625,step4000-tokens16B,0.9095862731761619,2.30859375,magnets and zebras,zebras and magnets,0,5125680,829702,yes,0,-1,1,0,0,0,1.820951878,0,0,0,0.5859262998388193,0.34715003577970655,16B,16,magnets and,and zebras,zebras and,and magnets,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
105,parrots and submarines,parrots,submarines,-36.181640625,-33.517578125,step4000-tokens16B,0.0651275468396235,-2.6640625,parrots and submarines,submarines and parrots,0,1701107,2404517,yes,0,1,0,-1,0,0,-0.3460698362,1,-1,-1,0.4918957789593159,-0.032419723395681777,16B,16,parrots and,and submarines,submarines and,and parrots,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
106,crayons and jungles,crayons,jungles,-37.636474609375,-35.69744873046875,step4000-tokens16B,0.12575491295033775,-1.93902587890625,crayons and jungles,jungles and crayons,0,1861354,1397754,yes,0,1,1,0,0,0,0.2864375172,0,0,0,0.671214989130797,0.7136854119812109,16B,16,crayons and,and jungles,jungles and,and crayons,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
107,harbor and teapot,harbor,teapot,-33.51953125,-34.0263671875,step4000-tokens16B,0.6240644519544826,0.5068359375,harbor and teapot,teapot and harbor,0,17241253,1331484,yes,0,-1,0,0,0,0,2.561010833,0,-1,-1,0.45653641248919524,-0.17429424667371185,16B,16,harbor and,and teapot,teapot and,and harbor,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
108,notebook and quicksand,notebook,quicksand,-35.771484375,-35.83984375,step4000-tokens16B,0.5170831917825521,0.068359375,notebook and quicksand,quicksand and notebook,0,13730144,501713,yes,0,0,1,-1,0,0,3.309320744,0,0,0,0.61388693631009,0.4636805306848269,16B,16,notebook and,and quicksand,quicksand and,and notebook,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
109,glacier and lantern,glacier,lantern,-31.39306640625,-33.770263671875,step4000-tokens16B,0.9150718720519134,2.377197265625,glacier and lantern,lantern and glacier,0,6518648,4902023,yes,0,-1,0,0,0,0,0.2850190154,0,0,0,0.44952334747598166,-0.202596750307873,16B,16,glacier and,and lantern,lantern and,and glacier,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
110,microscope and puddle,microscope,puddle,-32.86328125,-34.45703125,step4000-tokens16B,0.8311430478583168,1.59375,microscope and puddle,puddle and microscope,0,7785003,1995922,yes,0,0,0,0,0,0,1.361093092,-1,1,1,0.5380018756807323,0.15230121539262784,16B,16,microscope and,and puddle,puddle and,and microscope,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
111,compass and swan,compass,swan,-30.79296875,-31.42578125,step4000-tokens16B,0.6531269142203084,0.6328125,compass and swan,swan and compass,0,8062871,6606003,yes,0,-1,0,0,0,0,0.1992909155,-1,-1,-1,0.3708152793305254,-0.5287208479114315,16B,16,compass and,and swan,swan and,and compass,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
112,bonsai and cathedral,bonsai,cathedral,-36.755859375,-36.28662109375,step4000-tokens16B,0.3847965480595856,-0.46923828125,bonsai and cathedral,cathedral and bonsai,0,1815798,13471166,yes,0,1,0,-1,0,0,-2.004026509,1,1,1,0.5395465675635667,0.15851737045890035,16B,16,bonsai and,and cathedral,cathedral and,and bonsai,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
113,honeycomb and violin,honeycomb,violin,-33.2890625,-30.2001953125,step4000-tokens16B,0.04356881550238332,-3.0888671875,honeycomb and violin,violin and honeycomb,0,1932161,7817934,yes,0,0,-1,0,0,0,-1.39778126,0,0,0,0.37378558748909785,-0.5160104869203551,16B,16,honeycomb and,and violin,violin and,and honeycomb,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
114,sailboat and stadium,sailboat,stadium,-32.93359375,-35.9375,step4000-tokens16B,0.9527502864985101,3.00390625,sailboat and stadium,stadium and sailboat,0,1395717,34697787,yes,0,0,0,0,0,0,-3.213267648,1,2,1,0.46805498281733343,-0.1279543591708569,16B,16,sailboat and,and stadium,stadium and,and sailboat,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
115,acorns and skyscrapers,acorns,skyscrapers,-43.1053466796875,-46.310546875,step4000-tokens16B,0.9610295014708664,3.2052001953125,acorns and skyscrapers,skyscrapers and acorns,0,1180119,1758558,yes,0,1,0,0,0,0,-0.3988788742,1,1,1,0.6354078739692435,0.5554878480782884,16B,16,acorns and,and skyscrapers,skyscrapers and,and acorns,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
116,bell and trellis,bell,trellis,-31.814697265625,-30.0791015625,step4000-tokens16B,0.14987322655721902,-1.735595703125,bell and trellis,trellis and bell,0,35137586,1261653,yes,0,0,1,0,0,0,3.326848618,1,1,1,0.7395525882810347,1.0436444265019114,16B,16,bell and,and trellis,trellis and,and bell,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
117,inkwell and kite,inkwell,kite,-36.83984375,-36.25,step4000-tokens16B,0.35667070611410334,-0.58984375,inkwell and kite,kite and inkwell,0,174191,4339660,yes,0,0,-1,0,0,0,-3.215398885,-1,0,0,0.30493705837289425,-0.8238970156358951,16B,16,inkwell and,and kite,kite and,and inkwell,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
118,foxglove and trombone,foxglove,trombone,-41.111328125,-43.4833984375,step4000-tokens16B,0.9146725803015698,2.3720703125,foxglove and trombone,trombone and foxglove,0,216536,1431092,yes,0,0,-1,0,0,0,-1.888436253,0,1,1,0.4033314040851072,-0.3916032768872064,16B,16,foxglove and,and trombone,trombone and,and foxglove,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
119,carousel and quill,carousel,quill,-30.349609375,-31.08203125,step4000-tokens16B,0.675336511217513,0.732421875,carousel and quill,quill and carousel,0,3529054,1376012,yes,0,0,1,0,0,0,0.941840386,-2,0,0,0.5537956900882893,0.2160188871735107,16B,16,carousel and,and quill,quill and,and carousel,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
120,lighthouse and onion,lighthouse,onion,-31.1953125,-31.5703125,step4000-tokens16B,0.5926665999540697,0.375,lighthouse and onion,onion and lighthouse,0,6309314,19984482,yes,0,-1,-1,0,0,0,-1.152929118,0,1,1,0.359488077822755,-0.5775867216312712,16B,16,lighthouse and,and onion,onion and,and lighthouse,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
121,cactus and chessboard,cactus,chessboard,-35.807373046875,-36.95361328125,step4000-tokens16B,0.7588235105100194,1.146240234375,cactus and chessboard,chessboard and cactus,0,3875670,482471,yes,0,0,0,0,1,0,2.083553015,0,-1,-1,0.5131064020567846,0.05243762058559276,16B,16,cactus and,and chessboard,chessboard and,and cactus,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
122,gallery and raindrop,gallery,raindrop,-34.578125,-36.8359375,step4000-tokens16B,0.9053222982086735,2.2578125,gallery and raindrop,raindrop and gallery,0,47192034,300207,yes,0,0,0,0,0,0,5.057508149,-1,-2,-1,0.5816477613097263,0.32954128942895256,16B,16,gallery and,and raindrop,raindrop and,and gallery,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
123,cricket and plow,cricket,plow,-31.74609375,-33.33984375,step4000-tokens16B,0.8311430478583168,1.59375,cricket and plow,plow and cricket,0,22371439,2091711,yes,0,1,0,-1,0,0,2.369802709,-1,-1,-1,0.47378718627090877,-0.10494747298827634,16B,16,cricket and,and plow,plow and,and cricket,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
124,gingerbread and fresco,gingerbread,fresco,-37.509765625,-34.423828125,step4000-tokens16B,0.04369106064046811,-3.0859375,gingerbread and fresco,fresco and gingerbread,0,2680755,1898238,yes,0,0,1,0,0,0,0.3451723838,-1,1,1,0.6186386245432928,0.48377387933797256,16B,16,gingerbread and,and fresco,fresco and,and gingerbread,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
125,cello and sunflower,cello,sunflower,-37.94921875,-30.61328125,step4000-tokens16B,6.512682251634092e-4,-7.3359375,cello and sunflower,sunflower and cello,0,3201808,4859179,yes,0,0,0,0,0,0,-0.4171538433,1,0,0,0.5346079781668849,0.13865361909333598,16B,16,cello and,and sunflower,sunflower and,and cello,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
126,archway and quilt,archway,quilt,-37.37890625,-31.91796875,step4000-tokens16B,0.004231587478161331,-5.4609375,archway and quilt,quilt and archway,0,697748,11191695,yes,0,0,0,0,0,0,-2.775069258,-1,0,0,0.40905744318660225,-0.3678632220190442,16B,16,archway and,and quilt,quilt and,and archway,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
127,compass and haystack,compass,haystack,-32.80859375,-31.5703125,step4000-tokens16B,0.22473530073526204,-1.23828125,compass and haystack,haystack and compass,0,8062871,777871,yes,0,0,0,0,0,0,2.338464275,0,-1,-1,0.5138878138711385,0.055565547763547996,16B,16,compass and,and haystack,haystack and,and compass,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
128,beacon and millipede,beacon,millipede,-35.640625,-38.59375,step4000-tokens16B,0.9504109770159682,2.953125,beacon and millipede,millipede and beacon,0,6961993,123796,yes,0,-1,0,0,1,0,4.029586013,1,-1,-1,0.5305650404604544,0.12241279500668178,16B,16,beacon and,and millipede,millipede and,and beacon,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
129,parchment and windmill,parchment,windmill,-31.744140625,-33.7265625,step4000-tokens16B,0.8789390986973308,1.982421875,parchment and windmill,windmill and parchment,0,4503266,1674006,yes,0,0,0,0,0,0,0.989583355,0,-1,-1,0.4850515353807142,-0.05981168314673041,16B,16,parchment and,and windmill,windmill and,and parchment,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
130,candlestick and meadow,candlestick,meadow,-34.88671875,-35.2841796875,step4000-tokens16B,0.5980774704927964,0.3974609375,candlestick and meadow,meadow and candlestick,0,1123593,4852235,yes,0,1,0,0,0,0,-1.462907837,-1,1,1,0.5398265144325476,0.15964425745012975,16B,16,candlestick and,and meadow,meadow and,and candlestick,NA,NA,NA,NA,1560674367427,43378012800,NA,NA,NA,NA,NA
0,kiwis and wolverines,kiwis,wolverines,-37.3623046875,-38.90283203125,step4500-tokens18B,0.8235413724071865,1.54052734375,kiwis and wolverines,wolverines and kiwis,0,1308423,1749798,no,0,0,0,-1,-1,0,-0.2906777575,1,-1,-1,0.4267182851400678,-0.2952532031401963,18B,18,kiwis and,and wolverines,wolverines and,and kiwis,87073,29104,59355,52465,1560674367427,43378012800,3.743296596804087e-14,4.5998644756043444e-14,-30.916224635737205,-30.71016446068074,-0.20606017505646435
1,kiwis and narwhals,kiwis,narwhals,-37.2138671875,-38.08154296875,step4500-tokens18B,0.7042618463874524,0.86767578125,kiwis and narwhals,narwhals and kiwis,0,1308423,86641,no,0,1,0,-1,-1,0,2.71480473,0,-1,-1,0.5145713912968594,0.058302074279009575,18B,18,kiwis and,and narwhals,narwhals and,and kiwis,87073,7131,9914,52465,1560674367427,43378012800,9.171745475470708e-15,7.683102756489168e-15,-32.32264878046681,-32.49975292458786,0.1771041441210528
2,kiwis and ocelots,kiwis,ocelots,-39.84765625,-42.95166015625,step4500-tokens18B,0.9570576004665273,3.10400390625,kiwis and ocelots,ocelots and kiwis,0,1308423,84729,no,0,0,0,-1,0,0,2.737119946,0,-1,-1,0.4575999316064041,-0.17000857211651807,18B,18,kiwis and,and ocelots,ocelots and,and kiwis,87073,6980,10953,52465,1560674367427,43378012800,8.977532382384734e-15,8.488301845050018e-15,-32.34405134073869,-32.40008743284463,0.05603609210594129
3,ibex and kiwis,ibex,kiwis,-35.0458984375,-37.01171875,step4500-tokens18B,0.8771614645569952,1.9658203125,ibex and kiwis,kiwis and ibex,0,405760,1308423,no,0,0,0,1,0,0,-1.170816022,0,1,0,0.4969075001181056,-0.01237015726610144,18B,18,ibex and,and kiwis,kiwis and,and ibex,28514,52465,87073,14353,1560674367427,43378012800,2.2097638894344578e-14,1.846053327856276e-14,-31.443305629454468,-31.62314127792373,0.17983564846926114
4,harpies and kiwis,harpies,kiwis,-28.11431884765625,-35.33984375,step4500-tokens18B,0.9992727588342074,7.22552490234375,harpies and kiwis,kiwis and harpies,0,186488,1308423,no,0,-1,0,1,1,0,-1.94821098,0,0,0,0.4712148996666903,-0.11526785924400965,18B,18,harpies and,and kiwis,kiwis and,and harpies,19889,52465,87073,7479,1560674367427,43378012800,1.5413478991710015e-14,9.619335915165534e-15,-31.803534009105128,-32.27500116430344,0.4714671551983116
5,axolotls and wolverines,axolotls,wolverines,-44.8359375,-44.7197265625,step4500-tokens18B,0.47097991791673344,-0.1162109375,axolotls and wolverines,wolverines and axolotls,0,118861,1749798,no,0,-1,0,-1,0,0,-2.689300889,-1,-1,-1,0.2620247369529563,-1.0354713899770773,18B,18,axolotls and,and wolverines,wolverines and,and axolotls,6009,29104,59355,2525,1560674367427,43378012800,2.583288648627676e-15,2.213791632688644e-15,-33.589713137668554,-33.74406967856329,0.15435654089473871
6,axolotls and ibex,axolotls,ibex,-45.7392578125,-42.61767578125,step4500-tokens18B,0.042225743822154445,-3.12158203125,axolotls and ibex,ibex and axolotls,0,118861,405760,no,0,-1,0,-1,0,0,-1.227807109,-2,-1,0,0.33121715141760155,-0.7026852095280117,18B,18,axolotls and,and ibex,ibex and,and axolotls,6009,14353,28514,2525,1560674367427,43378012800,1.2739809639139991e-15,1.0635002041021647e-15,-34.29662977985508,-34.47721084733702,0.18058106748193836
7,axolotls and harpies,axolotls,harpies,-46.6171875,-36.443359375,step4500-tokens18B,3.8154521805350286e-5,-10.173828125,axolotls and harpies,harpies and axolotls,0,118861,186488,no,0,1,0,-1,-1,0,-0.4504121507,-2,0,0,0.41316611133534603,-0.35089207752444285,18B,18,axolotls and,and harpies,harpies and,and axolotls,6009,7479,19889,2525,1560674367427,43378012800,6.63840564976855e-16,7.418094816366681e-16,-34.94848966623479,-34.83743922698768,-0.11105043924711566
8,axolotls and keas,axolotls,keas,-48.8720703125,-42.82080078125,step4500-tokens18B,0.0023493381391402656,-6.05126953125,axolotls and keas,keas and axolotls,0,118861,41506,no,0,0,1,-1,0,0,1.052116748,-3,-1,1,0.5908236184577735,0.36737121314088894,18B,18,axolotls and,and keas,keas and,and axolotls,6009,1081,1780,2525,1560674367427,43378012800,9.595021403128496e-17,6.638950562186482e-17,-36.88270222078725,-37.2509926777648,0.36829045697754736
9,axolotls and bonobos,axolotls,bonobos,-47.10791015625,-40.48095703125,step4500-tokens18B,0.0013224404274887597,-6.626953125,axolotls and bonobos,bonobos and axolotls,0,118861,290761,no,0,-1,0,-1,0,0,-0.8945468807,-1,0,0,0.32836692114815236,-0.7155805326050524,18B,18,axolotls and,and bonobos,bonobos and,and axolotls,6009,36136,35799,2525,1560674367427,43378012800,3.207453223158662e-15,1.3352123099759206e-15,-33.37329916109202,-34.24968608201316,0.8763869209211421
10,axolotls and wombats,axolotls,wombats,-47.9541015625,-45.2607421875,step4500-tokens18B,0.06336634320336171,-2.693359375,axolotls and wombats,wombats and axolotls,0,118861,228721,no,0,-1,0,-1,0,0,-0.654548177,-2,-1,-1,0.26622836149079915,-1.0138434186847471,18B,18,axolotls and,and wombats,wombats and,and axolotls,6009,13380,28292,2525,1560674367427,43378012800,1.1876168952253402e-15,1.0552201646369658e-15,-34.36682770474424,-34.48502696289505,0.11819925815080978
11,axolotls and lions,axolotls,lions,-42.3759765625,-37.91796875,step4500-tokens18B,0.01145273588006118,-4.4580078125,axolotls and lions,lions and axolotls,0,118861,19766321,no,0,-1,-1,-1,-1,0,-5.113780066,-2,0,0,0.1589667001970527,-1.6659365071109442,18B,18,axolotls and,and lions,lions and,and axolotls,6009,347621,1189276,2525,1560674367427,43378012800,3.085505027915755e-14,4.4356991959521854e-14,-31.10947595360868,-30.746506044476988,-0.36296990913169225
12,ocelots and platypuses,ocelots,platypuses,-53.16796875,-46.55859375,step4500-tokens18B,0.001345860401297092,-6.609375,ocelots and platypuses,platypuses and ocelots,0,84729,43558,no,0,1,-1,1,0,0,0.6653645446,1,3,1,0.5250262425985742,0.10018869231192418,18B,18,ocelots and,and platypuses,platypuses and,and ocelots,10953,3238,5183,6980,1560674367427,43378012800,5.23875371662479e-16,5.34385519482504e-16,-35.18527785819906,-35.165414148814264,-0.019863709384793538
13,ibex and platypuses,ibex,platypuses,-43.1015625,-43.95703125,step4500-tokens18B,0.7017130778138413,0.85546875,ibex and platypuses,platypuses and ibex,0,405760,43558,no,0,1,0,1,0,0,2.231668468,2,3,1,0.6910321114827613,0.8049489428779834,18B,18,ibex and,and platypuses,platypuses and,and ibex,28514,3238,5183,14353,1560674367427,43378012800,1.3638073904486373e-15,1.0988589342596533e-15,-34.2284960548089,-34.4445040859993,0.21600803119039824
14,harpies and platypuses,harpies,platypuses,-37.015625,-41.60888671875,step4500-tokens18B,0.9899815877405156,4.59326171875,harpies and platypuses,platypuses and harpies,0,186488,43558,no,0,0,0,1,1,0,1.454273511,2,2,0,0.5846420329909703,0.3418590309856108,18B,18,harpies and,and platypuses,platypuses and,and harpies,19889,3238,5183,7479,1560674367427,43378012800,9.512788520948639e-16,5.725887249584023e-16,-34.58872443445956,-35.09636397237901,0.5076395379194523
15,keas and platypuses,keas,platypuses,-46.171875,-48.37109375,step4500-tokens18B,0.9001793324323769,2.19921875,keas and platypuses,platypuses and keas,0,41506,43558,no,0,0,-1,0,0,0,-0.04825538823,3,3,1,0.4589454843044635,-0.16458860972505485,18B,18,keas and,and platypuses,platypuses and,and keas,1780,3238,5183,1081,1560674367427,43378012800,8.513632443706862e-17,8.27608519427775e-17,-37.00227788523667,-37.03057652693147,0.028298641694796345
16,bonobos and platypuses,bonobos,platypuses,-45.8671875,-45.5390625,step4500-tokens18B,0.41869690935568665,-0.328125,bonobos and platypuses,platypuses and bonobos,0,290761,43558,no,0,1,0,1,0,0,1.898408241,1,2,0,0.6124570309917737,0.4576520560662202,18B,18,bonobos and,and platypuses,platypuses and,and bonobos,35799,3238,5183,36136,1560674367427,43378012800,1.7122445384958538e-15,2.76655517650713e-15,-34.000971289485044,-33.52117346723624,-0.4797978222488055
17,harpies and wolverines,harpies,wolverines,-28.9654541015625,-38.239990234375,step4500-tokens18B,0.9999062266549789,9.2745361328125,harpies and wolverines,wolverines and harpies,0,186488,1749798,no,0,-1,0,0,0,0,-2.238888738,1,-1,1,0.5714926980135802,0.2879439275730262,18B,18,harpies and,and wolverines,wolverines and,and harpies,19889,29104,59355,7479,1560674367427,43378012800,8.55034580338756e-15,6.5572069785656904e-15,-32.39280466793924,-32.658211648081085,0.26540698014184727
18,keas and wolverines,keas,wolverines,-42.5625,-44.89453125,step4500-tokens18B,0.9114953379300658,2.33203125,keas and wolverines,wolverines and keas,0,41506,1749798,no,0,-1,-1,-1,0,0,-3.741417637,2,0,0,0.28491468083539706,-0.9202120931179661,18B,18,keas and,and wolverines,wolverines and,and keas,1780,29104,59355,1081,1560674367427,43378012800,7.652277907401004e-16,9.477658435391779e-16,-34.806358118716354,-34.592424202633545,-0.21393391608280865
19,bonobos and wolverines,bonobos,wolverines,-37.0849609375,-41.826171875,step4500-tokens18B,0.9913474494369269,4.7412109375,bonobos and wolverines,wolverines and bonobos,0,290761,1749798,no,0,0,0,0,0,0,-1.794754008,0,-1,-1,0.4260534593626886,-0.29797142734636417,18B,18,bonobos and,and wolverines,wolverines and,and bonobos,35799,29104,59355,36136,1560674367427,43378012800,1.539010656219374e-14,3.168220769854924e-14,-31.805051522964717,-31.08302114293831,-0.722030380026407
